Timestamp,Name,Registration Number,Gender,Batch,Area or Locality Near College,Type of Accommodation,Latitude (Accommodation),Longitude (Accommodation),Pincode,Commute Mode(s),How long is your commute,Do you usually travel alone or with others?,When Do You Leave for College?,When Do You Return Home?,Days of the Week You Commute,Have You Experienced Any Safety Incidents?,How many incidents have you experienced?,Where Did the Incident Happen?,Latitude (Incident),Longitude (Incident),Describe the incident,At which date the incident happen?,At what time the incident happen?,Was there any emergency support available?,Was the area had well lighting?,Were there any witnesses or bystanders present?,How Safe Do You Feel in Your Accommodation?,How Safe Do You Feel During Your Commute?,How likely are you to report an incident?,Do you feel informed about crime prevention strategies?,Do you know how to report safety concerns?,Confidence in staying safe,Has Incident
32:49.4,Zayyan Banik,2024BTech917,Other,2024,Bhopal,Hostel,23.3223,77.27836,462030,"['College Bus', 'Bike']",15–30 mins,With friends,4:25 PM,4:20 PM,"['Saturday', 'Friday', 'Thursday', 'Tuesday']",Yes,3,"84/99, Joshi Ganj
Belgaum-564048",23.011842,77.027681,Quasi earum architecto incidunt.,03-01-2024,12:50:58,Yes,Yes,No,5,2,1,No,No,3,1
47:21.1,Ishanvi Goda,2021BTech991,Other,2025,Kotri,Rented Flat,23.422855,77.217303,462030,"['Scooty', 'College Bus', 'Personal Car']",30–45 mins,Alone,8:30 AM,5:55 PM,"['Thursday', 'Tuesday', 'Saturday', 'Monday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,3,4,3,Not Sure,Yes,1,1
33:59.8,Chameli Sarna,2022BTech469,Other,2023,Sehore,Hostel,23.322499,77.324227,466001,"['Walking', 'Personal Car', 'Scooty']",45 mins–1 hour,Alone,1:15 PM,2:45 PM,"['Saturday', 'Wednesday', 'Tuesday', 'Friday']",Yes,3,"H.No. 00
Srinivas Zila, Eluru-507390",23.422201,77.259106,In asperiores impedit sequi tempora consequuntur.,01-01-2024,14:17:08,Not Sure,Yes,No,2,3,2,Yes,No,3,1
29:09.0,Vedika Naik,2025BTech314,Other,2025,Sehore,Hostel,23.360638,77.490481,462030,"['Walking', 'Personal Car', 'Bike']",30–45 mins,With friends,2:50 PM,2:45 PM,"['Monday', 'Wednesday', 'Friday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,No,2,3,1,Yes,No,4,1
09:13.8,Vedika Raghavan,2020BTech703,Male,2024,Sehore,PG,23.109393,77.222774,466001,"['Personal Car', 'Private Bus', 'College Bus']",45 mins–1 hour,With friends,11:40 AM,7:30 PM,"['Saturday', 'Monday', 'Tuesday', 'Friday']",Yes,2,"05
Mani Nagar
Kulti-285114",23.32609,77.252444,Dolorem pariatur est.,15-04-2024,11:27:12,Yes,Not Sure,Yes,2,3,2,No,No,1,1
25:14.5,Samuel Sarna,2023BTech452,Male,2024,Kotri,PG,23.16299,77.136287,466001,"['Scooty', 'Personal Car', 'Bike']",30–45 mins,Alone,6:00 PM,2:45 PM,"['Tuesday', 'Wednesday', 'Saturday', 'Friday', 'Thursday']",Yes,2,"259
Shanker
Amritsar-424170",23.229393,77.135683,Ipsum natus in non.,09-02-2024,02:45:31,No,Not Sure,No,2,1,3,Not Sure,Yes,5,1
43:36.8,Harini Toor,2020BTech815,Male,2023,Bhopal,Hostel,23.339159,77.291526,466001,"['Bike', 'Personal Car']",30–45 mins,Alone,6:00 PM,10:00 AM,"['Friday', 'Wednesday', 'Thursday', 'Tuesday', 'Monday', 'Saturday']",Yes,2,"H.No. 38
Sampath Chowk
Gangtok 861784",23.294952,77.446349,Laborum libero ipsam quidem.,05-09-2024,08:42:30,No,Not Sure,No,3,5,5,Yes,No,4,1
13:14.3,Rishi Bhatia,2024BTech659,Male,2024,Kotri,Rented Flat,23.473838,77.06376,462030,"['Personal Car', 'Private Bus', 'College Bus']",30–45 mins,Alone,1:15 PM,4:20 PM,"['Friday', 'Thursday', 'Tuesday']",Yes,2,"05/886, Doshi Ganj, Gulbarga 005418",23.137074,77.346644,Tempore placeat perferendis quia dolores possimus hic.,13-08-2024,10:50:15,No,Not Sure,No,4,3,2,Not Sure,Yes,3,1
19:42.9,Avi Badami,2024BTech326,Male,2023,Kotri,Hostel,23.32539,77.211281,462030,"['Private Bus', 'Monthly Cab']",15–30 mins,Alone,4:25 PM,7:30 PM,"['Saturday', 'Thursday', 'Wednesday', 'Tuesday', 'Monday', 'Friday']",Yes,1,"11
Garg Zila
Surat-257023",23.037163,77.210002,Voluptate qui impedit possimus odio reprehenderit exercitationem.,05-02-2024,09:07:34,No,Yes,No,4,2,5,Yes,Yes,5,1
40:34.3,Patrick Mitter,2021BTech301,Male,2024,Bhopal,Hostel,23.097691,77.203544,462030,"['Monthly Cab', 'Scooty', 'Private Bus']",30–45 mins,Alone,1:15 PM,7:30 PM,"['Wednesday', 'Tuesday', 'Saturday', 'Friday', 'Monday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,No,1,2,5,Not Sure,No,3,1
28:57.0,Saumya Nazareth,2024BTech587,Male,2025,Kotri,PG,23.098419,77.318279,466001,"['Bike', 'College Bus', 'Personal Car']",30–45 mins,Alone,2:50 PM,11:35 AM,"['Friday', 'Monday', 'Saturday', 'Thursday', 'Wednesday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,3,5,1,Yes,Yes,5,1
11:43.9,Orinder Hayre,2021BTech807,Male,2023,Bhopal,Hostel,23.351857,77.483346,466001,"['Personal Car', 'Monthly Cab']",15–30 mins,Alone,10:05 AM,1:10 PM,"['Saturday', 'Thursday', 'Monday', 'Friday', 'Tuesday']",Yes,3,"061
Kala, Berhampore 819365",23.324937,77.204007,Sapiente vitae quibusdam aut ipsa accusamus.,26-05-2024,06:12:55,Not Sure,Yes,Yes,2,4,2,Not Sure,Yes,1,1
41:07.4,Sarthak Dash,2021BTech814,Male,2023,Bhopal,PG,23.123576,77.138199,466001,"['Bike', 'Private Bus']",45 mins–1 hour,With friends,2:50 PM,10:00 AM,"['Thursday', 'Monday', 'Tuesday', 'Friday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,No,4,3,1,Not Sure,Yes,3,1
37:53.0,Siya Luthra,2025BTech990,Other,2024,Kotri,PG,23.281951,77.420474,462030,"['Personal Car', 'Private Bus']",15–30 mins,With friends,8:30 AM,11:35 AM,"['Tuesday', 'Thursday', 'Monday', 'Saturday']",Yes,1,"H.No. 90
Dhawan Circle
Hajipur 790139",23.256912,77.473126,Quisquam sint dolores libero asperiores.,06-05-2024,15:23:14,No,No,Yes,4,3,3,No,No,2,1
05:21.2,Gayathri Loke,2022BTech640,Female,2024,Bhopal,PG,23.000409,77.315262,466001,['Private Bus'],45 mins–1 hour,Alone,2:50 PM,10:00 AM,"['Wednesday', 'Saturday', 'Monday', 'Tuesday', 'Friday']",Yes,2,"28/93, Chaudry Circle
Thoothukudi-874933",23.122215,77.25873,Odit alias dolor beatae dolore dicta omnis a.,28-08-2024,02:08:06,Yes,Yes,Yes,5,2,5,Not Sure,No,5,1
34:26.4,Vasudha Bala,2023BTech467,Male,2023,Bhopal,Rented Flat,23.247225,77.124345,462030,['College Bus'],15–30 mins,With friends,6:00 PM,11:35 AM,"['Wednesday', 'Tuesday', 'Monday']",Yes,3,"13/15, Dube Zila
Sagar-145995",23.265828,77.325893,Distinctio nemo sunt sequi ea non.,29-08-2024,00:20:53,No,Not Sure,No,4,5,2,Not Sure,No,5,1
45:52.8,Hiral Barman,2023BTech298,Other,2023,Sehore,PG,23.326088,77.007156,462030,['Scooty'],15–30 mins,With friends,1:15 PM,11:35 AM,"['Friday', 'Tuesday', 'Thursday']",Yes,3,"H.No. 847
Chaudhary Circle, Bhatpara-996281",23.179122,77.303543,Est vitae laborum consequuntur perspiciatis.,23-06-2024,15:21:50,Not Sure,No,Yes,5,2,5,Yes,No,4,1
05:57.3,Krisha Golla,2023BTech197,Female,2025,Kotri,PG,23.399819,77.137894,466001,"['Bike', 'Monthly Cab']",30–45 mins,Alone,6:00 PM,1:10 PM,"['Thursday', 'Monday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,Yes,2,1,4,No,No,3,1
44:34.8,William Banerjee,2025BTech737,Other,2025,Sehore,PG,23.0063,77.204609,462030,"['Monthly Cab', 'Scooty']",45 mins–1 hour,Alone,4:25 PM,5:55 PM,"['Friday', 'Saturday', 'Thursday', 'Monday', 'Wednesday']",Yes,2,"06
Deo Path, Anand 762798",23.305263,77.037608,Eligendi ipsum atque repudiandae ad vitae perspiciatis natus.,07-08-2024,04:01:27,No,Yes,Yes,3,3,4,Yes,Yes,3,1
55:28.3,Qabil Sur,2021BTech720,Other,2023,Sehore,Hostel,23.00252,77.120655,462030,"['Monthly Cab', 'Bike']",30–45 mins,With friends,1:15 PM,4:20 PM,"['Thursday', 'Friday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,No,5,3,3,Yes,No,3,1
58:28.5,Laban Thaker,2021BTech465,Male,2025,Sehore,PG,23.126915,77.298496,466001,"['Walking', 'Monthly Cab', 'Personal Car']",45 mins–1 hour,With friends,2:50 PM,11:35 AM,"['Monday', 'Thursday', 'Saturday', 'Friday', 'Wednesday', 'Tuesday']",Yes,2,"51
Choudhary Road
Thrissur-369401",23.467621,77.399836,Unde dolorum deserunt amet dolorem.,20-07-2024,04:28:43,Yes,No,No,4,2,1,Yes,No,5,1
56:03.4,Arjun Garde,2023BTech711,Other,2024,Sehore,Rented Flat,23.299552,77.122234,466001,"['Personal Car', 'College Bus', 'Private Bus']",45 mins–1 hour,Alone,4:25 PM,2:45 PM,"['Wednesday', 'Tuesday', 'Saturday', 'Thursday']",Yes,3,"71
Dyal, Anand-950116",23.036181,77.110302,Mollitia ipsa totam a velit.,27-09-2024,22:37:39,Not Sure,No,No,2,5,1,Yes,No,2,1
51:00.8,Maya Saini,2024BTech574,Male,2023,Kotri,Hostel,23.492232,77.434725,462030,"['College Bus', 'Private Bus', 'Monthly Cab']",30–45 mins,With friends,10:05 AM,1:10 PM,"['Friday', 'Monday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,Yes,1,2,5,Yes,No,3,1
36:05.6,Gabriel Dada,2020BTech506,Male,2023,Bhopal,Hostel,23.058114,77.421825,462030,['Scooty'],15–30 mins,Alone,2:50 PM,2:45 PM,"['Thursday', 'Friday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,Yes,5,5,5,Not Sure,No,4,1
50:35.0,Bishakha Pradhan,2025BTech347,Male,2023,Kotri,PG,23.282062,77.398217,466001,"['College Bus', 'Personal Car', 'Scooty']",15–30 mins,With friends,8:30 AM,10:00 AM,"['Wednesday', 'Friday', 'Tuesday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,Yes,4,4,2,No,No,4,1
09:48.4,Adya Dhingra,2022BTech920,Other,2025,Sehore,PG,23.217913,77.288669,466001,"['College Bus', 'Scooty', 'Bike']",30–45 mins,With friends,10:05 AM,1:10 PM,"['Monday', 'Tuesday', 'Thursday']",Yes,1,"H.No. 97, Muni, Agra-619523",23.453959,77.484113,Temporibus quia excepturi rerum dolorem.,17-03-2024,19:26:13,No,No,No,3,4,2,Yes,No,1,1
25:58.9,Ekavir Sengupta,2023BTech985,Female,2023,Sehore,PG,23.360595,77.165502,462030,['College Bus'],45 mins–1 hour,Alone,6:00 PM,4:20 PM,"['Tuesday', 'Thursday', 'Saturday', 'Monday', 'Friday', 'Wednesday']",Yes,1,"65, Savant Circle, Meerut-111799",23.235074,77.26231,Exercitationem cum pariatur distinctio quibusdam exercitationem sint aut.,04-09-2024,08:23:45,Not Sure,Yes,Yes,3,5,5,Yes,No,5,1
37:36.1,Divya Yogi,2023BTech760,Female,2024,Sehore,Hostel,23.337915,77.374503,462030,['Bike'],15–30 mins,With friends,1:15 PM,1:10 PM,"['Tuesday', 'Saturday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,No,3,4,2,Not Sure,Yes,4,1
25:49.0,Dalbir Patla,2020BTech760,Female,2025,Bhopal,Hostel,23.00267,77.482679,462030,"['Scooty', 'College Bus', 'Monthly Cab']",30–45 mins,Alone,1:15 PM,2:45 PM,"['Saturday', 'Monday', 'Thursday']",Yes,2,"77
Thaman Marg, Karaikudi-018331",23.470012,77.14684,Dolorem quibusdam odit corporis ducimus recusandae in ratione.,05-07-2024,21:01:55,No,Not Sure,No,3,5,3,No,Yes,2,1
10:05.1,Dhriti Seth,2021BTech567,Female,2024,Sehore,PG,23.275716,77.274275,462030,"['Private Bus', 'Bike', 'Monthly Cab']",30–45 mins,Alone,2:50 PM,4:20 PM,"['Saturday', 'Tuesday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Yes,No,Yes,1,1,5,Not Sure,Yes,2,1
46:37.0,Vritti Mammen,2021BTech439,Female,2025,Kotri,Rented Flat,23.348339,77.110657,462030,"['Monthly Cab', 'Private Bus']",45 mins–1 hour,With friends,10:05 AM,7:30 PM,"['Wednesday', 'Saturday', 'Monday', 'Friday', 'Tuesday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,Yes,5,5,1,Not Sure,No,2,1
18:35.1,Omya Dutt,2022BTech635,Other,2023,Kotri,Hostel,23.011623,77.287469,466001,['Scooty'],15–30 mins,Alone,2:50 PM,10:00 AM,"['Wednesday', 'Friday', 'Monday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,No,No,No,3,5,5,Not Sure,Yes,1,1
09:15.7,Hema Khurana,2020BTech217,Female,2023,Kotri,PG,23.229213,77.219033,462030,"['Personal Car', 'Monthly Cab', 'Private Bus']",45 mins–1 hour,With friends,2:50 PM,7:30 PM,"['Friday', 'Tuesday', 'Wednesday']",Yes,2,"666
Arora Ganj, Khandwa 383481",23.385573,77.469353,Voluptas qui quibusdam ducimus.,12-03-2024,08:38:38,No,Not Sure,No,4,1,4,Not Sure,No,3,1
34:35.2,Ojas Trivedi,2022BTech948,Other,2025,Kotri,PG,23.219982,77.458863,462030,['Scooty'],45 mins–1 hour,With friends,4:25 PM,2:45 PM,"['Friday', 'Wednesday', 'Monday', 'Saturday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,5,5,1,No,Yes,5,1
08:16.5,Pratyush Maharaj,2024BTech957,Other,2025,Kotri,Rented Flat,23.262113,77.189534,466001,"['Personal Car', 'Scooty']",45 mins–1 hour,Alone,2:50 PM,4:20 PM,"['Saturday', 'Monday', 'Wednesday', 'Tuesday', 'Thursday', 'Friday']",Yes,3,"800
Merchant
Bathinda-670103",23.084237,77.270045,Ullam iure quod.,20-05-2024,20:25:22,Yes,Not Sure,Yes,2,3,3,Yes,No,1,1
30:53.1,Tamanna Edwin,2021BTech256,Female,2024,Sehore,Hostel,23.035083,77.268008,462030,"['College Bus', 'Walking']",15–30 mins,With friends,11:40 AM,7:30 PM,"['Tuesday', 'Monday', 'Thursday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,No,No,No,1,3,5,No,Yes,4,1
12:21.5,Lajita Ravi,2022BTech891,Male,2023,Sehore,Rented Flat,23.115303,77.337647,466001,['Walking'],30–45 mins,Alone,8:30 AM,2:45 PM,"['Thursday', 'Tuesday', 'Monday', 'Wednesday']",Yes,3,"893
Parekh Marg, Nadiad-878923",23.292859,77.119339,Optio et dolorum sed.,01-01-2024,16:15:54,Yes,No,No,4,5,4,Yes,No,4,1
15:52.3,Urishilla Dass,2021BTech816,Male,2025,Sehore,Hostel,23.408959,77.444832,466001,['Walking'],45 mins–1 hour,With friends,4:25 PM,4:20 PM,"['Thursday', 'Wednesday', 'Monday', 'Saturday', 'Tuesday']",Yes,3,"68/992, Zachariah Ganj
Gandhidham 834873",23.151067,77.499965,Delectus cumque et blanditiis perspiciatis at.,28-10-2024,18:37:07,Not Sure,Yes,No,5,3,5,Not Sure,Yes,4,1
57:33.1,Elijah Bains,2021BTech120,Female,2024,Sehore,Rented Flat,23.095789,77.367454,466001,"['Walking', 'Bike', 'Personal Car']",15–30 mins,With friends,1:15 PM,10:00 AM,"['Friday', 'Tuesday', 'Thursday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Not Sure,No,4,5,5,Not Sure,No,5,1
16:06.1,Owen Gara,2025BTech491,Female,2025,Kotri,PG,23.155323,77.409097,466001,['Monthly Cab'],45 mins–1 hour,Alone,10:05 AM,7:30 PM,"['Thursday', 'Friday', 'Saturday', 'Wednesday', 'Monday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,Yes,No,No,4,5,1,Not Sure,No,2,1
22:44.1,Ishaan Deep,2023BTech415,Other,2025,Kotri,PG,23.47474,77.278194,462030,"['Walking', 'Scooty', 'Private Bus']",30–45 mins,Alone,1:15 PM,4:20 PM,"['Monday', 'Friday', 'Saturday', 'Thursday', 'Tuesday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,Yes,2,5,3,Not Sure,Yes,4,1
53:47.6,Megha Soman,2022BTech528,Male,2024,Bhopal,PG,23.068001,77.08975,462030,"['College Bus', 'Scooty', 'Bike']",15–30 mins,With friends,1:15 PM,10:00 AM,"['Monday', 'Saturday', 'Friday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,Yes,Not Sure,Yes,5,5,5,Yes,Yes,3,1
03:41.9,Warhi Tara,2022BTech470,Other,2023,Bhopal,Hostel,23.187872,77.451835,466001,['Monthly Cab'],15–30 mins,With friends,11:40 AM,1:10 PM,"['Tuesday', 'Wednesday', 'Monday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,No,Yes,Yes,3,3,4,Not Sure,Yes,5,1
26:21.8,Chandran Koshy,2023BTech110,Female,2024,Sehore,PG,23.284291,77.32999,462030,"['Private Bus', 'Bike']",30–45 mins,With friends,4:25 PM,1:10 PM,"['Monday', 'Saturday', 'Wednesday', 'Tuesday', 'Thursday']",Yes,2,"81/50
Sangha Street, Chandigarh-739921",23.262045,77.220951,Veniam ex atque fugit aliquid animi.,27-01-2024,10:38:32,Yes,Not Sure,Yes,4,2,5,Not Sure,Yes,4,1
08:58.8,Joshua Rama,2020BTech588,Male,2024,Sehore,PG,23.148033,77.217955,462030,"['College Bus', 'Bike', 'Private Bus']",15–30 mins,Alone,6:00 PM,1:10 PM,"['Saturday', 'Wednesday', 'Friday', 'Thursday']",No,0,None,0.0,0.0,None,None,None,Yes,No,No,1,3,5,Yes,No,5,1
17:08.6,Tanvi Sandhu,2021BTech900,Female,2023,Kotri,Rented Flat,23.493149,77.24917,466001,"['Scooty', 'Private Bus']",15–30 mins,Alone,2:50 PM,7:30 PM,"['Tuesday', 'Thursday', 'Friday', 'Monday']",Yes,1,"H.No. 414
Borra Path, Thanjavur 027449",23.326061,77.210195,Commodi sunt rem dicta animi nulla quidem adipisci.,23-08-2024,23:25:55,Not Sure,Yes,No,4,2,3,No,Yes,2,1
58:23.3,Harish Tank,2022BTech874,Female,2024,Kotri,PG,23.494589,77.406868,462030,['Scooty'],30–45 mins,Alone,6:00 PM,7:30 PM,"['Friday', 'Tuesday', 'Monday']",No,0,None,0.0,0.0,None,None,None,No,Not Sure,Yes,3,2,1,Not Sure,No,3,1
14:59.6,Darsh Kari,2022BTech310,Other,2024,Sehore,PG,23.381085,77.426598,466001,"['College Bus', 'Monthly Cab']",30–45 mins,With friends,10:05 AM,4:20 PM,"['Thursday', 'Wednesday', 'Monday', 'Saturday', 'Friday', 'Tuesday']",No,0,None,0.0,0.0,None,None,None,No,Yes,No,1,5,2,No,Yes,2,1
38:55.8,Chatresh Char,2025BTech616,Male,2024,Sehore,Rented Flat,23.412617,77.461594,466001,"['Personal Car', 'Scooty', 'Private Bus']",30–45 mins,Alone,10:05 AM,11:35 AM,"['Saturday', 'Wednesday', 'Monday', 'Tuesday', 'Thursday', 'Friday']",Yes,3,"H.No. 55
Goswami
Ozhukarai 437637",23.257169,77.09216,Doloribus magni voluptatibus quidem recusandae adipisci voluptates.,14-10-2024,08:48:57,Not Sure,No,Yes,2,5,3,Not Sure,Yes,1,1
15:30.8,Kamya Nagy,2023BTech942,Female,2024,Bhopal,Hostel,23.069391,77.24165,462030,['Scooty'],45 mins–1 hour,Alone,1:15 PM,7:30 PM,"['Wednesday', 'Monday', 'Thursday', 'Friday', 'Tuesday']",Yes,1,"H.No. 963
Ravi Path, Bareilly 496896",23.063675,77.453563,Vitae praesentium alias inventore aspernatur.,26-07-2024,08:09:38,Not Sure,Not Sure,No,2,5,1,No,No,4,1
04:37.9,Samarth Hans,2025BTech104,Other,2025,Kotri,PG,23.036458,77.146118,462030,['Walking'],30–45 mins,With friends,8:30 AM,11:35 AM,"['Saturday', 'Wednesday', 'Friday', 'Tuesday']",Yes,1,"469, Ramesh Circle, Amroha-918151",23.262742,77.47739,Fugiat quae consequuntur distinctio.,18-02-2024,20:03:02,Yes,No,Yes,2,1,2,No,No,2,1
24:29.7,Radhika Ravi,2025BTech217,Male,2025,Bhopal,Hostel,23.498296,77.21072,466001,['Personal Car'],45 mins–1 hour,Alone,6:00 PM,4:20 PM,"['Tuesday', 'Friday', 'Wednesday', 'Saturday', 'Thursday', 'Monday']",No,0,None,0.0,0.0,None,None,None,No,No,No,2,3,2,No,No,2,1
16:44.6,Hardik Seshadri,2023BTech833,Female,2025,Bhopal,Rented Flat,23.301453,77.408895,466001,['Monthly Cab'],45 mins–1 hour,With friends,2:50 PM,7:30 PM,"['Thursday', 'Tuesday', 'Monday', 'Saturday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,No,4,3,3,No,Yes,4,1
02:39.8,Rohan Bir,2021BTech721,Female,2025,Kotri,Rented Flat,23.479959,77.293815,462030,['Monthly Cab'],45 mins–1 hour,Alone,10:05 AM,5:55 PM,"['Saturday', 'Monday', 'Tuesday', 'Thursday', 'Friday', 'Wednesday']",Yes,1,"927
Sharma Chowk
Katihar 349709",23.18961,77.268699,Alias veniam expedita sint voluptas cupiditate expedita.,12-08-2024,11:31:18,Yes,No,Yes,1,5,1,Yes,Yes,5,1
08:38.6,Advaith Bhavsar,2020BTech134,Female,2023,Kotri,Hostel,23.483866,77.466811,462030,['Scooty'],30–45 mins,Alone,8:30 AM,4:20 PM,"['Thursday', 'Saturday', 'Tuesday', 'Monday']",Yes,1,"50
Narayanan Circle
Katni 320073",23.041941,77.284297,Enim tempore dolor libero.,30-11-2024,01:52:54,No,Not Sure,No,5,2,2,Yes,Yes,5,1
40:38.0,Farhan Hayer,2025BTech219,Female,2025,Bhopal,PG,23.363993,77.437334,466001,"['Personal Car', 'Bike', 'Scooty']",45 mins–1 hour,Alone,6:00 PM,5:55 PM,"['Thursday', 'Tuesday', 'Saturday', 'Friday']",No,0,None,0.0,0.0,None,None,None,Not Sure,No,No,3,4,2,Yes,Yes,4,1
50:38.4,Janani Konda,2020BTech334,Female,2024,Bhopal,Rented Flat,23.364229,77.03235,462030,['Private Bus'],15–30 mins,With friends,10:05 AM,5:55 PM,"['Monday', 'Wednesday', 'Thursday', 'Tuesday', 'Friday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Yes,Yes,Yes,1,3,1,No,Yes,4,1
12:59.0,Dalaja Tank,2022BTech419,Female,2024,Kotri,Hostel,23.141084,77.115385,466001,['Walking'],45 mins–1 hour,Alone,4:25 PM,7:30 PM,"['Friday', 'Tuesday', 'Wednesday', 'Monday', 'Thursday', 'Saturday']",No,0,None,0.0,0.0,None,None,None,Yes,No,No,1,1,2,No,Yes,2,1
10:03.9,Frederick Vyas,2025BTech627,Male,2025,Bhopal,Rented Flat,23.169963,77.365592,462030,"['Scooty', 'Walking', 'Monthly Cab']",30–45 mins,Alone,6:00 PM,4:20 PM,"['Friday', 'Thursday', 'Saturday']",Yes,3,"H.No. 307, Gour
Solapur-530343",23.385987,77.027786,Quidem aut consectetur laborum delectus modi nihil.,14-07-2024,07:49:07,Yes,No,Yes,2,4,5,Yes,No,2,1
47:42.7,Nandini Nagy,2025BTech763,Male,2023,Bhopal,PG,23.373899,77.278483,466001,['College Bus'],45 mins–1 hour,With friends,8:30 AM,5:55 PM,"['Thursday', 'Monday', 'Friday', 'Tuesday']",Yes,3,"09/830
Dar Zila, Malda-167301",23.133858,77.315603,Debitis aliquid autem.,23-07-2024,09:36:02,Not Sure,No,No,1,2,3,No,Yes,4,1
38:01.0,Chandran Memon,2021BTech495,Female,2025,Bhopal,Hostel,23.227197,77.002045,466001,['Personal Car'],45 mins–1 hour,Alone,1:15 PM,4:20 PM,"['Wednesday', 'Saturday', 'Friday', 'Monday']",No,0,None,0.0,0.0,None,None,None,Not Sure,Yes,No,1,3,4,No,No,4,1
26:37.3,Udant Sarin,2025BTech154,Male,2023,Sehore,Rented Flat,23.486147,77.025763,466001,"['Walking', 'Personal Car', 'Monthly Cab']",45 mins–1 hour,Alone,6:00 PM,11:35 AM,"['Monday', 'Thursday', 'Tuesday', 'Wednesday']",No,0,None,0.0,0.0,None,None,None,No,No,No,3,4,5,Not Sure,Yes,5,1
43:47.6,Ekavir Thakur,2021BTech554,Female,2023,Kotri,Rented Flat,23.165434,77.296497,466001,"['Private Bus', 'College Bus', 'Scooty']",45 mins–1 hour,Alone,1:15 PM,5:55 PM,"['Tuesday', 'Friday', 'Monday']",Yes,1,"12/386
Dass Street
Tiruppur 625514",23.108747,77.418588,Rerum earum eveniet consequuntur.,16-02-2024,21:02:24,Not Sure,No,Yes,1,5,1,Not Sure,No,4,1
53:48.0,Suhani Iyer,2024BTech901,Other,2024,Kotri,Hostel,23.229407,77.333574,462030,['Walking'],45 mins–1 hour,Alone,6:00 PM,11:35 AM,"['Wednesday', 'Monday', 'Tuesday', 'Thursday']",Yes,2,"00/43
Mangat Marg
Indore 261032",23.480556,77.113246,Eius cupiditate laudantium saepe similique ad.,05-01-2024,20:49:04,No,No,Yes,5,5,4,No,Yes,4,1
18:42.7,Vasudha Manne,2021BTech327,Male,2023,Kotri,Rented Flat,23.318432,77.123549,462030,"['Bike', 'College Bus', 'Private Bus']",30–45 mins,Alone,4:25 PM,10:00 AM,"['Friday', 'Wednesday', 'Saturday']",Yes,1,"H.No. 049, Bhardwaj Circle
Shahjahanpur 521739",23.248643,77.066196,Repudiandae excepturi aliquid ad id ipsum.,07-02-2024,10:20:12,Yes,Not Sure,Yes,4,2,1,Not Sure,Yes,3,1
53:27.6,Saanvi Khanna,2020BTech938,Male,2023,Kotri,PG,23.240275,77.041219,462030,"['Bike', 'Scooty']",15–30 mins,With friends,6:00 PM,11:35 AM,"['Thursday', 'Wednesday', 'Tuesday', 'Saturday']",Yes,2,"H.No. 597, Madan Path
Saharanpur 382337",23.073975,77.186829,Neque culpa veniam cupiditate.,23-04-2024,21:07:12,Yes,Not Sure,No,1,1,3,No,Yes,3,1
46:58.3,Chakrika Rama,2025BTech442,Other,2024,Kotri,PG,23.173744,77.170247,462030,"['Scooty', 'College Bus', 'Walking']",30–45 mins,With friends,4:25 PM,1:10 PM,"['Thursday', 'Tuesday', 'Saturday', 'Wednesday', 'Monday', 'Friday']",No,0,None,0.0,0.0,None,None,None,No,Yes,Yes,2,2,3,Not Sure,No,1,1
37:18.4,Vihaan Swamy,2022BTech198,Female,2023,Sehore,PG,23.278579,77.387991,462030,['Monthly Cab'],15–30 mins,With friends,11:40 AM,10:00 AM,"['Tuesday', 'Monday', 'Friday', 'Thursday', 'Wednesday', 'Saturday']",Yes,2,"447, Menon Ganj, Pudukkottai-957681",23.491654,77.348455,Numquam beatae totam.,25-07-2024,11:05:28,No,No,No,2,3,5,Yes,No,5,1
